frame,card1Name,card1Label,card2Name,card2Label,card3Name,card3Label,card4Name,card4Label,cardPlayedName,cardPlayedLabel,slotPlayed,elixir,predicted_cardPlayed,y_cardPlayed,y_elixirConsumed,predicted_elixirConsumed
01095,,,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,,,,8,False,False,0.0,0.0
01110,,,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,,,,8,False,False,0.0,0.0
01125,Royal Ghost,85.0,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,,,1.0,8,True,False,0.0,0.0
01140,Royal Ghost,85.0,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,,,,8,False,False,0.0,0.0
01155,Royal Ghost,85.0,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,,,,9,False,False,0.0,0.0
01170,Heal Spirit,50.0,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,Royal Ghost,85.0,1.0,9,True,True,3.0,3.0
01185,Heal Spirit,50.0,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,,,,6,False,False,0.0,0.0
01200,Heal Spirit,50.0,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,,,,6,False,False,0.0,0.0
01215,Heal Spirit,50.0,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,,,,6,False,False,0.0,0.0
01230,Heal Spirit,50.0,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,,,,7,False,False,0.0,0.0
01245,Heal Spirit,50.0,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,,,,8,False,False,0.0,0.0
01260,Heal Spirit,50.0,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,,,,8,False,False,0.0,0.0
01275,Heal Spirit,50.0,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,,,,8,False,False,0.0,0.0
01290,Heal Spirit,50.0,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,,,,8,False,False,0.0,0.0
01305,Heal Spirit,50.0,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,,,,7,False,True,1.0,0.0
01320,Heal Spirit,50.0,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,,,,8,False,False,0.0,0.0
01335,Heal Spirit,50.0,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,,,,8,False,False,0.0,0.0
01350,Heal Spirit,50.0,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,,,,8,False,False,0.0,0.0
01365,Heal Spirit,50.0,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,,,,8,False,False,0.0,0.0
01380,Heal Spirit,50.0,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,,,,8,False,False,0.0,0.0
01395,Heal Spirit,50.0,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,,,,9,False,False,0.0,0.0
01410,Heal Spirit,50.0,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,,,,9,False,False,0.0,0.0
01425,Heal Spirit,50.0,Elite Barbarians,25.0,Barbarian Barrel,6.0,Magic Archer,62.0,,,,9,False,False,0.0,0.0
01440,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Magic Archer,62.0,Barbarian Barrel,6.0,3.0,7,True,True,2.0,2.0
01455,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Magic Archer,62.0,,,,7,False,False,0.0,0.0
01470,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Magic Archer,62.0,,,,7,False,False,0.0,0.0
01485,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Magic Archer,62.0,,,,8,False,False,0.0,0.0
01500,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Magic Archer,62.0,,,,8,False,False,0.0,0.0
01515,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Elite Barbarians,25.0,Magic Archer,62.0,4.0,4,True,True,4.0,4.0
01530,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Elite Barbarians,25.0,,,,4,False,False,0.0,0.0
01545,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Bandit,5.0,Elite Barbarians,25.0,4.0,4,True,False,0.0,6.0
01560,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Bandit,5.0,,,,4,False,False,0.0,0.0
01575,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Bandit,5.0,,,,5,False,False,0.0,0.0
01590,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Bandit,5.0,,,,5,False,False,0.0,0.0
01605,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Bandit,5.0,,,,5,False,False,0.0,0.0
01620,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Bandit,5.0,,,,5,False,False,0.0,0.0
01635,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,Bandit,5.0,4.0,2,True,True,3.0,3.0
01650,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,3,False,False,0.0,0.0
01665,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,3,False,False,0.0,0.0
01680,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,3,False,False,0.0,0.0
01695,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,3,False,False,0.0,0.0
01710,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,3,False,False,0.0,0.0
01725,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,3,False,False,0.0,0.0
01740,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,4,False,False,0.0,0.0
01755,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,4,False,False,0.0,0.0
01770,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,4,False,False,0.0,0.0
01785,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,4,False,False,0.0,0.0
01800,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,4,False,False,0.0,0.0
01815,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,4,False,False,0.0,0.0
01830,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,5,False,False,0.0,0.0
01845,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,5,False,False,0.0,0.0
01860,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,5,False,False,0.0,0.0
01875,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,0,False,True,5.0,0.0
01890,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,0,False,False,0.0,0.0
01905,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,1,False,False,0.0,0.0
01920,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,1,False,False,0.0,0.0
01935,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,1,False,False,0.0,0.0
01950,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,0,False,True,1.0,0.0
01965,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,0,False,False,0.0,0.0
01980,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,0,False,False,0.0,0.0
01995,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,1,False,False,0.0,0.0
02010,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,1,False,False,0.0,0.0
02025,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,1,False,False,0.0,0.0
02040,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,1,False,False,0.0,0.0
02055,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,1,False,False,0.0,0.0
02070,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,1,False,False,0.0,0.0
02085,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,2,False,False,0.0,0.0
02100,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,2,False,False,0.0,0.0
02115,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,2,False,False,0.0,0.0
02130,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,2,False,False,0.0,0.0
02145,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,2,False,False,0.0,0.0
02160,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,3,False,False,0.0,0.0
02175,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,3,False,False,0.0,0.0
02190,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,Royal Ghost,85.0,4.0,3,True,False,0.0,3.0
02205,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,3,False,False,0.0,0.0
02220,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,3,False,False,0.0,0.0
02235,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,3,False,False,0.0,0.0
02250,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,4,False,False,0.0,0.0
02265,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,4,False,False,0.0,0.0
02280,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,4,False,False,0.0,0.0
02295,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,4,False,False,0.0,0.0
02310,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,4,False,False,0.0,0.0
02325,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,4,False,False,0.0,0.0
02340,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,5,False,False,0.0,0.0
02355,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,5,False,False,0.0,0.0
02370,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,5,False,False,0.0,0.0
02385,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,5,False,False,0.0,0.0
02400,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,5,False,False,0.0,0.0
02415,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,6,False,False,0.0,0.0
02430,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,6,False,False,0.0,0.0
02445,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,6,False,False,0.0,0.0
02460,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,6,False,False,0.0,0.0
02475,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,6,False,False,0.0,0.0
02490,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,6,False,False,0.0,0.0
02505,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,7,False,False,0.0,0.0
02520,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,7,False,False,0.0,0.0
02535,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,7,False,False,0.0,0.0
02550,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Giant Snowball,38.0,,,,7,False,False,0.0,0.0
02565,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,Giant Snowball,38.0,4.0,8,True,False,0.0,2.0
02580,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,8,False,False,0.0,0.0
02595,Heal Spirit,50.0,Elite Barbarians,25.0,Battle Ram,11.0,Royal Ghost,85.0,,,,8,False,False,0.0,0.0
